[2024-07-26 11:29:10,200] [INFO] [real_accelerator.py:191:get_accelerator] Setting ds_accelerator to cuda (auto detect)
Random Sparsity Layout: 13150 / 262144 = 0.05016326904296875
Random Sparsity Layout: 13170 / 262144 = 0.05023956298828125
Random Sparsity Layout: 13177 / 262144 = 0.050266265869140625
Random Sparsity Layout: 13157 / 262144 = 0.050189971923828125
Random Sparsity Layout: 13153 / 262144 = 0.050174713134765625
Random Sparsity Layout: 13104 / 262144 = 0.04998779296875
Random Sparsity Layout: 13181 / 262144 = 0.050281524658203125
Random Sparsity Layout: 13106 / 262144 = 0.04999542236328125
Random Sparsity Layout: 13143 / 262144 = 0.050136566162109375
Random Sparsity Layout: 13341 / 262144 = 0.050891876220703125
Random Sparsity Layout: 13243 / 262144 = 0.050518035888671875
Random Sparsity Layout: 13090 / 262144 = 0.04993438720703125
Random Sparsity Layout: 13136 / 262144 = 0.05010986328125
Random Sparsity Layout: 12981 / 262144 = 0.049518585205078125
Random Sparsity Layout: 13242 / 262144 = 0.05051422119140625
Random Sparsity Layout: 13210 / 262144 = 0.05039215087890625
Random Sparsity Layout: 13182 / 262144 = 0.05028533935546875
Random Sparsity Layout: 13251 / 262144 = 0.050548553466796875
Random Sparsity Layout: 13179 / 262144 = 0.050273895263671875
Random Sparsity Layout: 13051 / 262144 = 0.049785614013671875
Random Sparsity Layout: 13185 / 262144 = 0.050296783447265625
Random Sparsity Layout: 13260 / 262144 = 0.0505828857421875
Random Sparsity Layout: 13082 / 262144 = 0.04990386962890625
Random Sparsity Layout: 13312 / 262144 = 0.05078125
{'loss': 6.2512, 'learning_rate': 4.9884619822314526e-05, 'epoch': 0.01}
{'loss': 5.6226, 'learning_rate': 4.446175147109727e-05, 'epoch': 0.55}
{'loss': 5.5409, 'learning_rate': 4.434637129341179e-05, 'epoch': 0.57}
{'loss': 5.5507, 'learning_rate': 4.423099111572632e-05, 'epoch': 0.58}
{'loss': 5.5247, 'learning_rate': 4.4115610938040846e-05, 'epoch': 0.59}
{'loss': 5.5989, 'learning_rate': 4.400023076035537e-05, 'epoch': 0.6}
{'loss': 5.5969, 'learning_rate': 4.38848505826699e-05, 'epoch': 0.61}
{'loss': 5.6136, 'learning_rate': 4.376947040498442e-05, 'epoch': 0.62}
{'loss': 5.5782, 'learning_rate': 4.365409022729895e-05, 'epoch': 0.63}
{'loss': 5.6024, 'learning_rate': 4.353871004961348e-05, 'epoch': 0.65}
{'loss': 5.57, 'learning_rate': 4.3423329871928005e-05, 'epoch': 0.66}
{'loss': 5.5707, 'learning_rate': 4.3307949694242535e-05, 'epoch': 0.67}
{'loss': 5.539, 'learning_rate': 4.319256951655706e-05, 'epoch': 0.68}
{'loss': 5.5645, 'learning_rate': 4.307718933887158e-05, 'epoch': 0.69}
{'loss': 5.5611, 'learning_rate': 4.296180916118611e-05, 'epoch': 0.7}
{'loss': 5.5506, 'learning_rate': 4.2846428983500635e-05, 'epoch': 0.72}
{'loss': 5.5568, 'learning_rate': 4.273104880581516e-05, 'epoch': 0.73}
{'loss': 5.5626, 'learning_rate': 4.261566862812969e-05, 'epoch': 0.74}
{'loss': 5.5491, 'learning_rate': 4.250028845044422e-05, 'epoch': 0.75}
{'loss': 5.5353, 'learning_rate': 4.238490827275875e-05, 'epoch': 0.76}
{'loss': 5.5557, 'learning_rate': 4.226952809507327e-05, 'epoch': 0.77}
{'loss': 5.5972, 'learning_rate': 4.2154147917387794e-05, 'epoch': 0.78}
{'loss': 5.5673, 'learning_rate': 4.2038767739702324e-05, 'epoch': 0.8}
{'loss': 5.5556, 'learning_rate': 4.192338756201685e-05, 'epoch': 0.81}
{'loss': 5.5688, 'learning_rate': 4.180800738433137e-05, 'epoch': 0.82}
{'loss': 5.5931, 'learning_rate': 4.16926272066459e-05, 'epoch': 0.83}
{'loss': 5.5446, 'learning_rate': 4.157724702896042e-05, 'epoch': 0.84}
{'loss': 5.5641, 'learning_rate': 4.146186685127495e-05, 'epoch': 0.85}
{'loss': 5.525, 'learning_rate': 4.1346486673589476e-05, 'epoch': 0.87}
{'loss': 5.572, 'learning_rate': 4.1231106495904006e-05, 'epoch': 0.88}
{'loss': 5.5555, 'learning_rate': 4.1115726318218536e-05, 'epoch': 0.89}
{'loss': 5.4937, 'learning_rate': 4.100034614053306e-05, 'epoch': 0.9}
{'loss': 5.5082, 'learning_rate': 4.088496596284758e-05, 'epoch': 0.91}
{'loss': 5.4901, 'learning_rate': 4.076958578516211e-05, 'epoch': 0.92}
{'loss': 5.5097, 'learning_rate': 4.0654205607476636e-05, 'epoch': 0.93}
{'loss': 5.5143, 'learning_rate': 4.0538825429791166e-05, 'epoch': 0.95}
{'loss': 5.521, 'learning_rate': 4.042344525210569e-05, 'epoch': 0.96}
{'loss': 5.547, 'learning_rate': 4.030806507442021e-05, 'epoch': 0.97}
{'loss': 5.5824, 'learning_rate': 4.019268489673474e-05, 'epoch': 0.98}
{'loss': 5.5586, 'learning_rate': 4.007730471904927e-05, 'epoch': 0.99}
{'loss': 5.5471, 'learning_rate': 3.9961924541363795e-05, 'epoch': 1.0}
{'loss': 5.5836, 'learning_rate': 3.9846544363678325e-05, 'epoch': 1.02}
{'loss': 5.5544, 'learning_rate': 3.973116418599285e-05, 'epoch': 1.03}
{'loss': 5.5613, 'learning_rate': 3.961578400830738e-05, 'epoch': 1.04}
{'loss': 5.5535, 'learning_rate': 3.95004038306219e-05, 'epoch': 1.05}
{'loss': 5.5186, 'learning_rate': 3.9385023652936424e-05, 'epoch': 1.06}
{'loss': 5.5464, 'learning_rate': 3.9269643475250954e-05, 'epoch': 1.07}
{'loss': 5.5091, 'learning_rate': 3.915426329756548e-05, 'epoch': 1.08}
{'loss': 5.5357, 'learning_rate': 3.903888311988001e-05, 'epoch': 1.1}
{'loss': 5.5186, 'learning_rate': 3.892350294219454e-05, 'epoch': 1.11}
{'loss': 5.5126, 'learning_rate': 3.880812276450906e-05, 'epoch': 1.12}
{'loss': 5.5602, 'learning_rate': 3.869274258682359e-05, 'epoch': 1.13}
{'loss': 5.5888, 'learning_rate': 3.8577362409138113e-05, 'epoch': 1.14}
{'loss': 5.524, 'learning_rate': 3.8461982231452637e-05, 'epoch': 1.15}
{'loss': 5.52, 'learning_rate': 3.8346602053767167e-05, 'epoch': 1.17}
{'loss': 5.5544, 'learning_rate': 3.823122187608169e-05, 'epoch': 1.18}
{'loss': 5.5304, 'learning_rate': 3.811584169839621e-05, 'epoch': 1.19}
{'loss': 5.4971, 'learning_rate': 3.800046152071074e-05, 'epoch': 1.2}
{'loss': 5.5299, 'learning_rate': 3.788508134302527e-05, 'epoch': 1.21}
{'loss': 5.5154, 'learning_rate': 3.7769701165339796e-05, 'epoch': 1.22}
{'loss': 5.4693, 'learning_rate': 3.7654320987654326e-05, 'epoch': 1.23}
{'loss': 5.5079, 'learning_rate': 3.753894080996885e-05, 'epoch': 1.25}
{'loss': 5.5179, 'learning_rate': 3.742356063228338e-05, 'epoch': 1.26}
{'loss': 5.5075, 'learning_rate': 3.73081804545979e-05, 'epoch': 1.27}
{'loss': 5.513, 'learning_rate': 3.7192800276912425e-05, 'epoch': 1.28}
{'loss': 5.5225, 'learning_rate': 3.7077420099226955e-05, 'epoch': 1.29}
{'loss': 5.5376, 'learning_rate': 3.696203992154148e-05, 'epoch': 1.3}
{'loss': 5.5474, 'learning_rate': 3.6846659743856e-05, 'epoch': 1.32}
{'loss': 5.5437, 'learning_rate': 3.673127956617053e-05, 'epoch': 1.33}
{'loss': 5.4824, 'learning_rate': 3.661589938848506e-05, 'epoch': 1.34}
{'loss': 5.4863, 'learning_rate': 3.650051921079959e-05, 'epoch': 1.35}
{'loss': 5.5443, 'learning_rate': 3.6385139033114114e-05, 'epoch': 1.36}
{'loss': 5.5507, 'learning_rate': 3.626975885542864e-05, 'epoch': 1.37}
{'loss': 5.5582, 'learning_rate': 3.615437867774317e-05, 'epoch': 1.38}
{'loss': 5.5243, 'learning_rate': 3.603899850005769e-05, 'epoch': 1.4}
{'loss': 5.4758, 'learning_rate': 3.5923618322372214e-05, 'epoch': 1.41}
{'loss': 5.4822, 'learning_rate': 3.5808238144686744e-05, 'epoch': 1.42}
{'loss': 5.4954, 'learning_rate': 3.569285796700127e-05, 'epoch': 1.43}
{'loss': 5.547, 'learning_rate': 3.55774777893158e-05, 'epoch': 1.44}
{'loss': 5.4968, 'learning_rate': 3.546209761163033e-05, 'epoch': 1.45}
{'loss': 5.5085, 'learning_rate': 3.534671743394485e-05, 'epoch': 1.47}
{'loss': 5.5628, 'learning_rate': 3.523133725625938e-05, 'epoch': 1.48}
{'loss': 5.4762, 'learning_rate': 3.51159570785739e-05, 'epoch': 1.49}
{'loss': 5.5198, 'learning_rate': 3.5000576900888426e-05, 'epoch': 1.5}
{'loss': 5.4363, 'learning_rate': 3.4885196723202956e-05, 'epoch': 1.51}
{'loss': 5.4891, 'learning_rate': 3.476981654551748e-05, 'epoch': 1.52}
{'loss': 5.4714, 'learning_rate': 3.465443636783201e-05, 'epoch': 1.53}
{'loss': 5.5551, 'learning_rate': 3.453905619014653e-05, 'epoch': 1.55}
{'loss': 5.4737, 'learning_rate': 3.442367601246106e-05, 'epoch': 1.56}
{'loss': 5.4939, 'learning_rate': 3.430829583477559e-05, 'epoch': 1.57}
{'loss': 5.5276, 'learning_rate': 3.4192915657090115e-05, 'epoch': 1.58}
{'loss': 5.4777, 'learning_rate': 3.407753547940464e-05, 'epoch': 1.59}
{'loss': 5.5029, 'learning_rate': 3.396215530171917e-05, 'epoch': 1.6}
{'loss': 5.5017, 'learning_rate': 3.384677512403369e-05, 'epoch': 1.62}
{'loss': 5.4767, 'learning_rate': 3.373139494634822e-05, 'epoch': 1.63}
{'loss': 5.492, 'learning_rate': 3.3616014768662745e-05, 'epoch': 1.64}
{'loss': 5.5484, 'learning_rate': 3.350063459097727e-05, 'epoch': 1.65}
{'loss': 5.5288, 'learning_rate': 3.33852544132918e-05, 'epoch': 1.66}
{'loss': 5.4901, 'learning_rate': 3.326987423560632e-05, 'epoch': 1.67}
{'loss': 5.4967, 'learning_rate': 3.315449405792085e-05, 'epoch': 1.68}
{'loss': 5.4818, 'learning_rate': 3.303911388023538e-05, 'epoch': 1.7}
{'loss': 5.5171, 'learning_rate': 3.2923733702549904e-05, 'epoch': 1.71}
{'loss': 5.5128, 'learning_rate': 3.2808353524864434e-05, 'epoch': 1.72}
{'loss': 5.5231, 'learning_rate': 3.269297334717896e-05, 'epoch': 1.73}
{'loss': 5.4856, 'learning_rate': 3.257759316949348e-05, 'epoch': 1.74}
{'loss': 5.5148, 'learning_rate': 3.246221299180801e-05, 'epoch': 1.75}
{'loss': 5.4959, 'learning_rate': 3.234683281412253e-05, 'epoch': 1.77}
{'loss': 5.5488, 'learning_rate': 3.2231452636437056e-05, 'epoch': 1.78}
{'loss': 5.4851, 'learning_rate': 3.2116072458751586e-05, 'epoch': 1.79}
{'loss': 5.4619, 'learning_rate': 3.2000692281066116e-05, 'epoch': 1.8}
{'loss': 5.4898, 'learning_rate': 3.1885312103380646e-05, 'epoch': 1.81}
{'loss': 5.4968, 'learning_rate': 3.176993192569517e-05, 'epoch': 1.82}
{'loss': 5.5053, 'learning_rate': 3.165455174800969e-05, 'epoch': 1.83}
{'loss': 5.5449, 'learning_rate': 3.153917157032422e-05, 'epoch': 1.85}
{'loss': 5.4952, 'learning_rate': 3.1423791392638746e-05, 'epoch': 1.86}
{'loss': 5.5245, 'learning_rate': 3.130841121495327e-05, 'epoch': 1.87}
{'loss': 5.4658, 'learning_rate': 3.11930310372678e-05, 'epoch': 1.88}
{'loss': 5.454, 'learning_rate': 3.107765085958232e-05, 'epoch': 1.89}
{'loss': 5.5334, 'learning_rate': 3.096227068189685e-05, 'epoch': 1.9}
{'loss': 5.477, 'learning_rate': 3.084689050421138e-05, 'epoch': 1.92}
{'loss': 5.5145, 'learning_rate': 3.0731510326525905e-05, 'epoch': 1.93}
{'loss': 5.4992, 'learning_rate': 3.0616130148840435e-05, 'epoch': 1.94}
{'loss': 5.5053, 'learning_rate': 3.0500749971154958e-05, 'epoch': 1.95}
{'loss': 5.462, 'learning_rate': 3.038536979346948e-05, 'epoch': 1.96}
{'loss': 5.4813, 'learning_rate': 3.026998961578401e-05, 'epoch': 1.97}
{'loss': 5.5102, 'learning_rate': 3.0154609438098534e-05, 'epoch': 1.98}
{'loss': 5.4928, 'learning_rate': 3.003922926041306e-05, 'epoch': 2.0}
{'loss': 5.4826, 'learning_rate': 2.992384908272759e-05, 'epoch': 2.01}
{'loss': 5.4828, 'learning_rate': 2.9808468905042114e-05, 'epoch': 2.02}
{'loss': 5.4677, 'learning_rate': 2.9693088727356644e-05, 'epoch': 2.03}
{'loss': 5.4863, 'learning_rate': 2.9577708549671167e-05, 'epoch': 2.04}
{'loss': 5.5184, 'learning_rate': 2.9462328371985694e-05, 'epoch': 2.05}
{'loss': 5.5197, 'learning_rate': 2.9346948194300224e-05, 'epoch': 2.07}
{'loss': 5.4811, 'learning_rate': 2.9231568016614747e-05, 'epoch': 2.08}
{'loss': 5.4561, 'learning_rate': 2.911618783892927e-05, 'epoch': 2.09}
{'loss': 5.5107, 'learning_rate': 2.90008076612438e-05, 'epoch': 2.1}
{'loss': 5.4989, 'learning_rate': 2.8885427483558326e-05, 'epoch': 2.11}
{'loss': 5.5228, 'learning_rate': 2.8770047305872856e-05, 'epoch': 2.12}
{'loss': 5.4814, 'learning_rate': 2.865466712818738e-05, 'epoch': 2.13}
{'loss': 5.5282, 'learning_rate': 2.8539286950501903e-05, 'epoch': 2.15}
{'loss': 5.4651, 'learning_rate': 2.8423906772816432e-05, 'epoch': 2.16}
{'loss': 5.4304, 'learning_rate': 2.830852659513096e-05, 'epoch': 2.17}
{'loss': 5.5233, 'learning_rate': 2.8193146417445482e-05, 'epoch': 2.18}
{'loss': 5.46, 'learning_rate': 2.8077766239760012e-05, 'epoch': 2.19}
{'loss': 5.501, 'learning_rate': 2.7962386062074535e-05, 'epoch': 2.2}
{'loss': 5.4918, 'learning_rate': 2.7847005884389065e-05, 'epoch': 2.22}
{'loss': 5.4936, 'learning_rate': 2.773162570670359e-05, 'epoch': 2.23}
{'loss': 5.4583, 'learning_rate': 2.7616245529018115e-05, 'epoch': 2.24}
{'loss': 5.497, 'learning_rate': 2.7500865351332645e-05, 'epoch': 2.25}
{'loss': 5.4726, 'learning_rate': 2.7385485173647168e-05, 'epoch': 2.26}
{'loss': 5.518, 'learning_rate': 2.727010499596169e-05, 'epoch': 2.27}
{'loss': 5.4992, 'learning_rate': 2.715472481827622e-05, 'epoch': 2.28}
{'loss': 5.4697, 'learning_rate': 2.7039344640590748e-05, 'epoch': 2.3}
{'loss': 5.5165, 'learning_rate': 2.6923964462905278e-05, 'epoch': 2.31}
{'loss': 5.5578, 'learning_rate': 2.68085842852198e-05, 'epoch': 2.32}
{'loss': 5.4485, 'learning_rate': 2.6693204107534324e-05, 'epoch': 2.33}
{'loss': 5.5085, 'learning_rate': 2.6577823929848854e-05, 'epoch': 2.34}
{'loss': 5.529, 'learning_rate': 2.646244375216338e-05, 'epoch': 2.35}
{'loss': 5.5205, 'learning_rate': 2.6347063574477904e-05, 'epoch': 2.37}
{'loss': 5.4807, 'learning_rate': 2.6231683396792433e-05, 'epoch': 2.38}
{'loss': 5.534, 'learning_rate': 2.6116303219106957e-05, 'epoch': 2.39}
{'loss': 5.4672, 'learning_rate': 2.6000923041421487e-05, 'epoch': 2.4}
{'loss': 5.4917, 'learning_rate': 2.5885542863736013e-05, 'epoch': 2.41}
{'loss': 5.494, 'learning_rate': 2.5770162686050536e-05, 'epoch': 2.42}
{'loss': 5.4455, 'learning_rate': 2.5654782508365066e-05, 'epoch': 2.43}
{'loss': 5.4823, 'learning_rate': 2.553940233067959e-05, 'epoch': 2.45}
{'loss': 5.4839, 'learning_rate': 2.5424022152994116e-05, 'epoch': 2.46}
{'loss': 5.4658, 'learning_rate': 2.5308641975308646e-05, 'epoch': 2.47}
{'loss': 5.4927, 'learning_rate': 2.519326179762317e-05, 'epoch': 2.48}
{'loss': 5.5157, 'learning_rate': 2.5077881619937692e-05, 'epoch': 2.49}
{'loss': 5.512, 'learning_rate': 2.4962501442252222e-05, 'epoch': 2.5}
{'loss': 5.4432, 'learning_rate': 2.484712126456675e-05, 'epoch': 2.52}
{'loss': 5.477, 'learning_rate': 2.4731741086881275e-05, 'epoch': 2.53}
{'loss': 5.4212, 'learning_rate': 2.4616360909195802e-05, 'epoch': 2.54}
{'loss': 5.5263, 'learning_rate': 2.4500980731510328e-05, 'epoch': 2.55}
{'loss': 5.507, 'learning_rate': 2.438560055382485e-05, 'epoch': 2.56}
{'loss': 5.4947, 'learning_rate': 2.427022037613938e-05, 'epoch': 2.57}
{'loss': 5.4816, 'learning_rate': 2.4154840198453908e-05, 'epoch': 2.58}
{'loss': 5.4625, 'learning_rate': 2.4039460020768434e-05, 'epoch': 2.6}
{'loss': 5.4851, 'learning_rate': 2.3924079843082958e-05, 'epoch': 2.61}
{'loss': 5.4812, 'learning_rate': 2.3808699665397484e-05, 'epoch': 2.62}
{'loss': 5.4934, 'learning_rate': 2.369331948771201e-05, 'epoch': 2.63}
{'loss': 5.4194, 'learning_rate': 2.357793931002654e-05, 'epoch': 2.64}
{'loss': 5.5114, 'learning_rate': 2.3462559132341064e-05, 'epoch': 2.65}
{'loss': 5.5079, 'learning_rate': 2.334717895465559e-05, 'epoch': 2.67}
{'loss': 5.4921, 'learning_rate': 2.3231798776970117e-05, 'epoch': 2.68}
{'loss': 5.4647, 'learning_rate': 2.3116418599284643e-05, 'epoch': 2.69}
{'loss': 5.4503, 'learning_rate': 2.300103842159917e-05, 'epoch': 2.7}
{'loss': 5.4562, 'learning_rate': 2.2885658243913696e-05, 'epoch': 2.71}
{'loss': 5.45, 'learning_rate': 2.2770278066228223e-05, 'epoch': 2.72}
{'loss': 5.4546, 'learning_rate': 2.265489788854275e-05, 'epoch': 2.73}
{'loss': 5.4496, 'learning_rate': 2.2539517710857276e-05, 'epoch': 2.75}
{'loss': 5.4995, 'learning_rate': 2.2424137533171803e-05, 'epoch': 2.76}
{'loss': 5.5377, 'learning_rate': 2.230875735548633e-05, 'epoch': 2.77}
{'loss': 5.469, 'learning_rate': 2.2193377177800856e-05, 'epoch': 2.78}
{'loss': 5.4995, 'learning_rate': 2.207799700011538e-05, 'epoch': 2.79}
{'loss': 5.4462, 'learning_rate': 2.196261682242991e-05, 'epoch': 2.8}
{'loss': 5.4835, 'learning_rate': 2.1847236644744435e-05, 'epoch': 2.82}
{'loss': 5.462, 'learning_rate': 2.1731856467058962e-05, 'epoch': 2.83}
{'loss': 5.4406, 'learning_rate': 2.1616476289373485e-05, 'epoch': 2.84}
{'loss': 5.5019, 'learning_rate': 2.150109611168801e-05, 'epoch': 2.85}
{'loss': 5.433, 'learning_rate': 2.1385715934002538e-05, 'epoch': 2.86}
{'loss': 5.5116, 'learning_rate': 2.1270335756317068e-05, 'epoch': 2.87}
{'loss': 5.4825, 'learning_rate': 2.115495557863159e-05, 'epoch': 2.88}
{'loss': 5.482, 'learning_rate': 2.1039575400946118e-05, 'epoch': 2.9}
{'loss': 5.4691, 'learning_rate': 2.0924195223260644e-05, 'epoch': 2.91}
{'loss': 5.4805, 'learning_rate': 2.080881504557517e-05, 'epoch': 2.92}
{'loss': 5.4357, 'learning_rate': 2.0693434867889697e-05, 'epoch': 2.93}
{'loss': 5.4896, 'learning_rate': 2.0578054690204224e-05, 'epoch': 2.94}
{'loss': 5.4491, 'learning_rate': 2.046267451251875e-05, 'epoch': 2.95}
{'loss': 5.4856, 'learning_rate': 2.0347294334833277e-05, 'epoch': 2.97}
{'loss': 5.4347, 'learning_rate': 2.0231914157147804e-05, 'epoch': 2.98}
{'loss': 5.4857, 'learning_rate': 2.011653397946233e-05, 'epoch': 2.99}
{'loss': 5.4616, 'learning_rate': 2.0001153801776857e-05, 'epoch': 3.0}
{'loss': 5.4678, 'learning_rate': 1.9885773624091383e-05, 'epoch': 3.01}
{'loss': 5.4833, 'learning_rate': 1.9770393446405906e-05, 'epoch': 3.02}
{'loss': 5.4683, 'learning_rate': 1.9655013268720436e-05, 'epoch': 3.03}
{'loss': 5.4919, 'learning_rate': 1.9539633091034963e-05, 'epoch': 3.05}
{'loss': 5.4705, 'learning_rate': 1.942425291334949e-05, 'epoch': 3.06}
{'loss': 5.4668, 'learning_rate': 1.9308872735664013e-05, 'epoch': 3.07}
{'loss': 5.4731, 'learning_rate': 1.919349255797854e-05, 'epoch': 3.08}
{'loss': 5.4932, 'learning_rate': 1.9078112380293066e-05, 'epoch': 3.09}
{'loss': 5.4907, 'learning_rate': 1.8962732202607596e-05, 'epoch': 3.1}
{'loss': 5.469, 'learning_rate': 1.884735202492212e-05, 'epoch': 3.12}
{'loss': 5.4864, 'learning_rate': 1.8731971847236645e-05, 'epoch': 3.13}
{'loss': 5.4752, 'learning_rate': 1.8616591669551172e-05, 'epoch': 3.14}
{'loss': 5.4563, 'learning_rate': 1.85012114918657e-05, 'epoch': 3.15}
{'loss': 5.5018, 'learning_rate': 1.8385831314180225e-05, 'epoch': 3.16}
{'loss': 5.5378, 'learning_rate': 1.827045113649475e-05, 'epoch': 3.17}
{'loss': 5.4451, 'learning_rate': 1.8155070958809278e-05, 'epoch': 3.18}
{'loss': 5.4493, 'learning_rate': 1.80396907811238e-05, 'epoch': 3.2}
{'loss': 5.4679, 'learning_rate': 1.792431060343833e-05, 'epoch': 3.21}
{'loss': 5.4032, 'learning_rate': 1.7808930425752858e-05, 'epoch': 3.22}
{'loss': 5.4152, 'learning_rate': 1.7693550248067384e-05, 'epoch': 3.23}
{'loss': 5.4988, 'learning_rate': 1.7578170070381907e-05, 'epoch': 3.24}
{'loss': 5.4703, 'learning_rate': 1.7462789892696434e-05, 'epoch': 3.25}
{'loss': 5.401, 'learning_rate': 1.734740971501096e-05, 'epoch': 3.27}
{'loss': 5.4591, 'learning_rate': 1.723202953732549e-05, 'epoch': 3.28}
{'loss': 5.4334, 'learning_rate': 1.7116649359640014e-05, 'epoch': 3.29}
